,Facility Name,Permit Number,Permit Status,Permit Type,City,County,Violation Date,Is Addressed,Category,Type,Parameter,Units,Statistical Base,Measurement Value,Benchmark/Limit,Violation Notes,Violation Override,Feature Name,ViolationId,FacilityId,lat,lon
1454,Winthrop POTW,WA0020885,Active,Municipal NPDES IP,Winthrop,Okanogan,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Chlorine (Total residual),Lbs/Day,Average Monthly, ,0.3 / 0.3, , ,001,1630849,73318,48.4670906066895,-120.172027587891
1455,Milne Fruit Products,WA0052060,Active,Industrial NPDES IP,SUNNYSIDE,Yakima,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Kjeldahl Nitrogen (TKN) (Total),Milligrams/L (mg/L),Average, , , , ,002,1631150,75312867,46.3272094726563,-120.018203735352
1456,Milne Fruit Products,WA0052060,Active,Industrial NPDES IP,SUNNYSIDE,Yakima,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Kjeldahl Nitrogen (TKN) (Total),Milligrams/L (mg/L),Single Sample, , , , ,002,1631150,75312867,46.3272094726563,-120.018203735352
1457,Gilbert Orchards Inc,WAG435074,Active,Fruit Packer GP,YAKIMA,Yakima,8/1/2020,N/A,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1641775,9433518,46.5509262084961,-120.653602600098
1458,Stemilt World Famous Compost,ST0501323,Active,Industrial to ground SWDP IP,WENATCHEE,Chelan,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Nitrate + Nitrite (Total),Milligrams/L (mg/L),Single Sample, , , , , ,1631294,17089,47.3519401550293,-120.269409179688
1459,Stemilt World Famous Compost,ST0501323,Active,Industrial to ground SWDP IP,WENATCHEE,Chelan,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Nitrogen (calculation) (Total (TKN + NO3 + NO2)),Milligrams/L (mg/L),Single Sample, , , , , ,1631295,17089,47.3519401550293,-120.269409179688
1460,Centennial Tank Cleaning,ST0009125,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Sunnyside,Yakima,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Oil & Grease (Non polar or TPH),Milligrams/L (mg/L),Average, ,60 / 60, , ,POTW,1631188,4731261,46.3091666657245,-120.013611111111
1461,Stemilt World Famous Compost,ST0501323,Active,Industrial to ground SWDP IP,WENATCHEE,Chelan,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total Dissolved Solids (TDS)),Lbs/Month,Single Sample, , , , , ,1631292,17089,47.3519401550293,-120.269409179688
1462,Stemilt World Famous Compost,ST0501323,Active,Industrial to ground SWDP IP,WENATCHEE,Chelan,8/1/2020,Yes,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total Dissolved Solids (TDS)),Lbs/Month,Single Sample, , , , , ,1640304,17089,47.3519401550293,-120.269409179688
1463,Stemilt World Famous Compost,ST0501323,Active,Industrial to ground SWDP IP,WENATCHEE,Chelan,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total Dissolved Solids (TDS)),Milligrams/L (mg/L),Single Sample, , , , , ,1631291,17089,47.3519401550293,-120.269409179688
1464,Centennial Tank Cleaning,ST0009125,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Sunnyside,Yakima,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Oil & Grease (Non polar or TPH),Milligrams/L (mg/L),Single Sample, ,100 / 100, , ,POTW,1631188,4731261,46.3091666657245,-120.013611111111
1465,Centennial Tank Cleaning,ST0009125,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Sunnyside,Yakima,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Oil & Grease (Non polar or TPH),Milligrams/L (mg/L),Maximum, , , , ,POTW,1631188,4731261,46.3091666657245,-120.013611111111
1466,Stemilt World Famous Compost,ST0501323,Active,Industrial to ground SWDP IP,WENATCHEE,Chelan,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total Dissolved Solids (TDS)),Lbs/Month,Monthly Total, , , , , ,1631292,17089,47.3519401550293,-120.269409179688
1467,Stemilt World Famous Compost,ST0501323,Active,Industrial to ground SWDP IP,WENATCHEE,Chelan,8/1/2020,Yes,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total Dissolved Solids (TDS)),Lbs/Month,Monthly Total, , , , , ,1640304,17089,47.3519401550293,-120.269409179688
1468,Stemilt World Famous Compost,ST0501323,Active,Industrial to ground SWDP IP,WENATCHEE,Chelan,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Sulfate (Total),Milligrams/L (mg/L),Single Sample, , , , , ,1631296,17089,47.3519401550293,-120.269409179688
1469,Community Sewer & Water District,ST0005529,Active,Municipal to ground SWDP IP,Kennewick,Benton,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Total Coliforms,#/100ml,Geometric Mean, ,23 / 23, , ,001,1631108,1099644,46.1545753479004,-119.07723236084
1470,Community Sewer & Water District,ST0005529,Active,Municipal to ground SWDP IP,Kennewick,Benton,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Total Coliforms,#/100ml,Single Sample, , , , ,001,1631108,1099644,46.1545753479004,-119.07723236084
1471,Entiat POTW,WA0051276,Active,Municipal NPDES IP,Entiat,Chelan,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion),Standard Units,Minimum, , , , ,001,1630884,16272,47.67808,-120.20612
1472,Entiat POTW,WA0051276,Active,Municipal NPDES IP,Entiat,Chelan,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion),Standard Units,Single Sample, ,9 / 9, , ,001,1630884,16272,47.67808,-120.20612
1473,Brewster POTW,WA0021008,Active,Municipal NPDES IP,BREWSTER,Okanogan,7/30/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628695,495088,48.0891036987305,-119.785049438477
1474,Community Sewer & Water District,ST0005529,Active,Municipal to ground SWDP IP,Kennewick,Benton,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Total Coliforms,#/100ml,Weekly Geometric Mean, ,240 / 240, , ,001,1631108,1099644,46.1545753479004,-119.07723236084
1475,Stemilt World Famous Compost,ST0501323,Active,Industrial to ground SWDP IP,WENATCHEE,Chelan,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion) (Unknown),Standard Units,Single Sample, , , , , ,1631289,17089,47.3519401550293,-120.269409179688
1476,Entiat POTW,WA0051276,Active,Municipal NPDES IP,Entiat,Chelan,8/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion),Standard Units,Maximum, ,9 / 9, , ,001,1630884,16272,47.67808,-120.20612
1477,Naches POTW,WA0022586,Active,Municipal NPDES IP,Naches,Yakima,7/31/2020,No,Effluent Violations,Numeric effluent violation, , , ,24, , , , ,1629147,5926988,46.726427,-120.691663
1478,Brewster POTW,WA0021008,Active,Municipal NPDES IP,BREWSTER,Okanogan,7/30/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628696,495088,48.0891036987305,-119.785049438477
1479,Brewster POTW,WA0021008,Active,Municipal NPDES IP,BREWSTER,Okanogan,7/30/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628697,495088,48.0891036987305,-119.785049438477
1480,Brewster POTW,WA0021008,Active,Municipal NPDES IP,BREWSTER,Okanogan,7/30/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628699,495088,48.0891036987305,-119.785049438477
1481,Tree Top Inc Prosser,ST0009147,Active,Industrial to ground SWDP IP,PROSSER,Benton,7/29/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629805,52231833,46.2183837890625,-119.734230041504
1482,Tree Top Inc Prosser,ST0009147,Active,Industrial to ground SWDP IP,PROSSER,Benton,7/29/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629807,52231833,46.2183837890625,-119.734230041504
1483,Tree Top Inc Prosser,ST0009147,Active,Industrial to ground SWDP IP,PROSSER,Benton,7/29/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629809,52231833,46.2183837890625,-119.734230041504
1484,Brewster POTW,WA0021008,Active,Municipal NPDES IP,BREWSTER,Okanogan,7/30/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1628698,495088,48.0891036987305,-119.785049438477
1485,Tree Top Inc Prosser,ST0009147,Active,Industrial to ground SWDP IP,PROSSER,Benton,7/29/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629804,52231833,46.2183837890625,-119.734230041504
1486,Tree Top Inc Prosser,ST0009147,Active,Industrial to ground SWDP IP,PROSSER,Benton,7/29/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629806,52231833,46.2183837890625,-119.734230041504
1487,Tree Top Inc Prosser,ST0009147,Active,Industrial to ground SWDP IP,PROSSER,Benton,7/29/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629808,52231833,46.2183837890625,-119.734230041504
1488,Tree Top Inc Prosser,ST0009147,Active,Industrial to ground SWDP IP,PROSSER,Benton,7/29/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629810,52231833,46.2183837890625,-119.734230041504
1489,Tree Top Inc Prosser,ST0009147,Active,Industrial to ground SWDP IP,PROSSER,Benton,7/29/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629811,52231833,46.2183837890625,-119.734230041504
1490,Naches POTW,WA0022586,Active,Municipal NPDES IP,Naches,Yakima,7/21/2020,No,Effluent Violations,Numeric effluent violation, , , ,24, , , , ,1629148,5926988,46.726427,-120.691663
1491,Zirkle Fruit Co Harrison Plant,WAG435126,Active,Fruit Packer GP,SELAH,Yakima,7/10/2020,N/A,Effluent Violations,Numeric effluent violation, , , ,35, , , , ,1629229,56266929,46.6731796264648,-120.513130187988
1492,Johnson Foods Inc,ST0009214,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,SUNNYSIDE,Yakima,7/1/2020,No,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1629882,9894747,46.3272399902344,-120.015167236328
1493,Selah POTW,WA0021032,Active,Municipal NPDES IP,Selah,Yakima,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,5.5, , , , ,1629097,6338008,46.6485824584961,-120.527351379395
1494,Apple King LLC,WAG435160,Active,Fruit Packer GP,Yakima,Yakima,7/22/2020,N/A,Effluent Violations,Numeric effluent violation, , , ,54, , , , ,1628769,68543861,46.6614378509601,-120.619113713066
1495,Leavenworth POTW,WA0020974,Active,Municipal NPDES IP,Leavenworth,Chelan,7/15/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1635864,71118997,47.59816,-120.65364
1496,Twin City Foods Ellensburg,ST0005507,Active,Industrial to ground SWDP IP,Ellensburg,Kittitas,7/7/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1628161,95764158,46.995304107666,-120.554290771484
1497,Cashmere POTW,WA0023183,Active,Municipal NPDES IP,Cashmere,Chelan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,3.78889, , , , ,1628989,1576619,47.51048,-120.4497
1498,Peshastin POTW,WA0052175,Active,Municipal NPDES IP,PESHASTIN,Chelan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,67.3744, , , , ,1629098,1844,47.5750007629395,-120.611389160156
1499,Baker Commodities Inc.,ST0009190,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,GRANDVIEW,Yakima,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,4100, , , , ,1629104,9436385,46.2145233154297,-119.915863037109
1500,"Sun Rype Products (USA), Inc.",ST0009261,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,SELAH,Yakima,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,2915, , , , ,1629605,4645459,46.6531257629395,-120.523979187012
1501,Sandvik Special Metals,WA0003701,Active,Industrial NPDES IP,KENNEWICK,Benton,7/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629657,83861474,46.1438865661621,-119.00944519043
1502,Sandvik Special Metals,WA0003701,Active,Industrial NPDES IP,KENNEWICK,Benton,7/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629659,83861474,46.1438865661621,-119.00944519043
1503,Sandvik Special Metals,WA0003701,Active,Industrial NPDES IP,KENNEWICK,Benton,7/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629661,83861474,46.1438865661621,-119.00944519043
1504,"Sun Rype Products (USA), Inc.",ST0009261,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,SELAH,Yakima,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,4.7, , , , ,1629604,4645459,46.6531257629395,-120.523979187012
1505,Sandvik Special Metals,WA0003701,Active,Industrial NPDES IP,KENNEWICK,Benton,7/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629656,83861474,46.1438865661621,-119.00944519043
1506,Sandvik Special Metals,WA0003701,Active,Industrial NPDES IP,KENNEWICK,Benton,7/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629658,83861474,46.1438865661621,-119.00944519043
1507,Sandvik Special Metals,WA0003701,Active,Industrial NPDES IP,KENNEWICK,Benton,7/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629660,83861474,46.1438865661621,-119.00944519043
1508,Sandvik Special Metals,WA0003701,Active,Industrial NPDES IP,KENNEWICK,Benton,7/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629662,83861474,46.1438865661621,-119.00944519043
1509,Sandvik Special Metals,WA0003701,Active,Industrial NPDES IP,KENNEWICK,Benton,7/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629663,83861474,46.1438865661621,-119.00944519043
1510,Sandvik Special Metals,WA0003701,Active,Industrial NPDES IP,KENNEWICK,Benton,7/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629665,83861474,46.1438865661621,-119.00944519043
1511,Sandvik Special Metals,WA0003701,Active,Industrial NPDES IP,KENNEWICK,Benton,7/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629667,83861474,46.1438865661621,-119.00944519043
1512,Sandvik Special Metals,WA0003701,Active,Industrial NPDES IP,KENNEWICK,Benton,7/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629669,83861474,46.1438865661621,-119.00944519043
1513,Sandvik Special Metals,WA0003701,Active,Industrial NPDES IP,KENNEWICK,Benton,7/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629671,83861474,46.1438865661621,-119.00944519043
1514,Sandvik Special Metals,WA0003701,Active,Industrial NPDES IP,KENNEWICK,Benton,7/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629664,83861474,46.1438865661621,-119.00944519043
1515,Sandvik Special Metals,WA0003701,Active,Industrial NPDES IP,KENNEWICK,Benton,7/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629666,83861474,46.1438865661621,-119.00944519043
1516,Sandvik Special Metals,WA0003701,Active,Industrial NPDES IP,KENNEWICK,Benton,7/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629668,83861474,46.1438865661621,-119.00944519043
1517,Sandvik Special Metals,WA0003701,Active,Industrial NPDES IP,KENNEWICK,Benton,7/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1629670,83861474,46.1438865661621,-119.00944519043
1518,Monson Bulk Crush Facility,ST0009266,Active,Industrial to ground SWDP IP,Benton City,Benton,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,762491, , , , ,1629720,4395,46.2444,-119.37
1519,Dryden POTW,ST0005562,Active,Municipal to ground SWDP IP,DRYDEN,Chelan,7/1/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1637112,3215,47.5420532226563,-120.55867767334
1520,FruitSmart Inc.,ST0501270,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Grandview,Yakima,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,756224.1, , , , ,1638859,81934261,46.25751,-119.91424
1521,Lamb Weston Inc Richland Plant,WA0052141,Active,Industrial NPDES IP,RICHLAND,Benton,7/1/2020,No,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1629889,36999686,46.3099784851074,-119.29727935791
1522,Mabton POTW,WA0020648,Active,Municipal NPDES IP,MABTON,Yakima,7/1/2020,No,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1629913,7213951,46.2285308837891,-119.988868713379
1523,Crunch Pak LLC,ST0009237,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,CASHMERE,Chelan,7/1/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1637125,8375557,47.5205574035645,-120.520599365234
1524,Elkheights Cement Products LLC,WAG994310,Active,Sand and Gravel GP,Cle Elum,Kittitas,7/1/2020,N/A,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1639950,23598,47.119722,-120.783889
1525,Desert Wind Winery,ST0009272,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Prosser,Benton,7/1/2020,No,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1639648,24060,46.21524,-119.74681
1526,Tessenderlo Kerley Inc,ST0009087,Active,Industrial to ground SWDP IP,KENNEWICK,Benton,7/1/2020,No,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1629910,34767672,46.1403999328613,-119.011199951172
1527,Conconully POTW,ST0005528,Active,Municipal to ground SWDP IP,Conconully,Okanogan,7/1/2020,No,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1631542,6517739,48.5557,-119.7494
1528,Crunch Pak LLC,ST0009237,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,CASHMERE,Chelan,7/1/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1637126,8375557,47.5205574035645,-120.520599365234
1529,Port of Sunnyside IWWTF,WA0052426,Active,Industrial NPDES IP,SUNNYSIDE,Yakima,7/1/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1637231,3220496,46.2962074279785,-120.017395019531
1530,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,13.2, , , , ,1629354,5720775,48.9457931518555,-118.984680175781
1531,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,312, , , , ,1629356,5720775,48.9457931518555,-118.984680175781
1532,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,860.8, , , , ,1629358,5720775,48.9457931518555,-118.984680175781
1533,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,70.1, , , , ,1629360,5720775,48.9457931518555,-118.984680175781
1534,USAC WA LLC - US Aluminum Castings,ST0009199,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,Entiat,Chelan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,0.32, , , , ,1638237,15722164,47.67879,-120.20813
1535,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,4.23, , , , ,1629355,5720775,48.9457931518555,-118.984680175781
1536,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,588, , , , ,1629357,5720775,48.9457931518555,-118.984680175781
1537,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,1.3, , , , ,1629359,5720775,48.9457931518555,-118.984680175781
1538,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,568, , , , ,1629361,5720775,48.9457931518555,-118.984680175781
1539,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,2.39, , , , ,1629362,5720775,48.9457931518555,-118.984680175781
1540,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,524.7, , , , ,1629364,5720775,48.9457931518555,-118.984680175781
1541,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,18.5, , , , ,1629366,5720775,48.9457931518555,-118.984680175781
1542,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,557.9, , , , ,1629368,5720775,48.9457931518555,-118.984680175781
1543,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,71.8, , , , ,1629370,5720775,48.9457931518555,-118.984680175781
1544,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,6.49, , , , ,1629363,5720775,48.9457931518555,-118.984680175781
1545,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,316, , , , ,1629365,5720775,48.9457931518555,-118.984680175781
1546,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,170, , , , ,1629367,5720775,48.9457931518555,-118.984680175781
1547,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,21.4, , , , ,1629369,5720775,48.9457931518555,-118.984680175781
1548,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,352, , , , ,1629371,5720775,48.9457931518555,-118.984680175781
1549,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,17.4, , , , ,1629372,5720775,48.9457931518555,-118.984680175781
1550,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,12.6, , , , ,1629374,5720775,48.9457931518555,-118.984680175781
1551,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,11.4, , , , ,1629376,5720775,48.9457931518555,-118.984680175781
1552,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,280, , , , ,1629378,5720775,48.9457931518555,-118.984680175781
1553,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,8.45, , , , ,1629380,5720775,48.9457931518555,-118.984680175781
1554,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,664.8, , , , ,1629373,5720775,48.9457931518555,-118.984680175781
1555,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,4.08, , , , ,1629375,5720775,48.9457931518555,-118.984680175781
1556,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,398, , , , ,1629377,5720775,48.9457931518555,-118.984680175781
1557,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,7.02, , , , ,1629379,5720775,48.9457931518555,-118.984680175781
1558,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,3.14, , , , ,1629381,5720775,48.9457931518555,-118.984680175781
1559,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,831.7, , , , ,1629382,5720775,48.9457931518555,-118.984680175781
1560,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,1060, , , , ,1629384,5720775,48.9457931518555,-118.984680175781
1561,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,228, , , , ,1629386,5720775,48.9457931518555,-118.984680175781
1562,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,22.9, , , , ,1629388,5720775,48.9457931518555,-118.984680175781
1563,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,183, , , , ,1629390,5720775,48.9457931518555,-118.984680175781
1564,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,270, , , , ,1629383,5720775,48.9457931518555,-118.984680175781
1565,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,4.79, , , , ,1629385,5720775,48.9457931518555,-118.984680175781
1566,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,571, , , , ,1629387,5720775,48.9457931518555,-118.984680175781
1567,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,195, , , , ,1629389,5720775,48.9457931518555,-118.984680175781
1568,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,3.87, , , , ,1629391,5720775,48.9457931518555,-118.984680175781
1569,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,399, , , , ,1629392,5720775,48.9457931518555,-118.984680175781
1570,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,375, , , , ,1629394,5720775,48.9457931518555,-118.984680175781
